phenotype,FinalPhenotype,CellID,unique_cellid,X_centroid,Y_centroid
tumor cells,Tumor,493770.0,AGSCC_1_493770,17026.3408521303,18880.3709273183
tumor cells,Tumor,494030.0,AGSCC_1_494030,16346.9107142857,18685.6982142857
tumor cells,Tumor,494206.0,AGSCC_1_494206,17088.7788778878,16723.7062706271
Ki67+ tumor cells,Ki67+ tumor,494746.0,AGSCC_1_494746,15732.1077981651,17115.252293578
tumor cells,Tumor,495730.0,AGSCC_1_495730,16271.1052631579,18105.8764302059
tumor cells,Tumor,496464.0,AGSCC_1_496464,16583.0320641283,17708.7034068136
effector CD8+ T cells,Effector CD8+ T cells,496570.0,AGSCC_1_496570,16200.0213675214,17713.1581196581
Ki67+ tumor cells,Ki67+ tumor,496697.0,AGSCC_1_496697,16364.8385093168,18464.599378882
tumor cells,Tumor,496732.0,AGSCC_1_496732,16370.7326007326,18420.8992673993
dendritic cells,Dendritic cells,497215.0,AGSCC_1_497215,16060.5841269841,18913.0666666667
tumor cells,Tumor,497298.0,AGSCC_1_497298,16328.9281609195,18587.7385057471
tumor cells,Tumor,497334.0,AGSCC_1_497334,16694.8363636364,17716.9772727273
regulatory T cells,Regulatory T cells,497669.0,AGSCC_1_497669,15899.7530674847,18645.7162576687
M1/M0 macrophages,M1/M0 macrophages,498896.0,AGSCC_1_498896,16148.6598240469,17781.2785923754
Ki67+ tumor cells,Ki67+ tumor,499059.0,AGSCC_1_499059,17135.8390064397,17136.2833486661
regulatory T cells,Regulatory T cells,499674.0,AGSCC_1_499674,16741.2517241379,18616.0103448276
dendritic cells,Dendritic cells,501003.0,AGSCC_1_501003,16263.3898305085,18386.6355932203
tumor cells,Tumor,501424.0,AGSCC_1_501424,16471.8508474576,17814.2305084746
Ki67+ tumor cells,Ki67+ tumor,502681.0,AGSCC_1_502681,17307.5352697095,16784.3402489627
effector CD8+ T cells,Effector CD8+ T cells,504738.0,AGSCC_1_504738,16400.5241157556,17930.3729903537
tumor cells,Tumor,504887.0,AGSCC_1_504887,16138.2462686567,17718.3084577114
Ki67+ tumor cells,Ki67+ tumor,505090.0,AGSCC_1_505090,17063.0819672131,18890.5316159251
Ki67+ tumor cells,Ki67+ tumor,505572.0,AGSCC_1_505572,17184.721875,17260.190625
tumor cells,Tumor,505947.0,AGSCC_1_505947,17183.3008130081,17313.0406504065
tumor cells,Tumor,505992.0,AGSCC_1_505992,16390.5521064302,17737.6252771619
CD4+ T cells,CD4+ T cells,507459.0,AGSCC_1_507459,16555.5657894737,17419.5361842105
Ki67+ tumor cells,Ki67+ tumor,507860.0,AGSCC_1_507860,15561.6333333333,18645.7301587302
tumor cells,Tumor,508015.0,AGSCC_1_508015,17246.3979591837,17014.8911564626
Ki67+ tumor cells,Ki67+ tumor,508758.0,AGSCC_1_508758,16389.161387632,18646.1432880845
tumor cells,Tumor,509111.0,AGSCC_1_509111,17322.1463815789,17926.5361842105
Ki67+ tumor cells,Ki67+ tumor,509265.0,AGSCC_1_509265,16482.0737704918,17549.2786885246
CD4+ T cells,CD4+ T cells,511417.0,AGSCC_1_511417,15702.8684210526,18735.5460526316
tumor cells,Tumor,512007.0,AGSCC_1_512007,16397.9046242775,18687.4306358382
tumor cells,Tumor,513506.0,AGSCC_1_513506,16268.2095588235,17789.8125
Ki67+ tumor cells,Ki67+ tumor,514745.0,AGSCC_1_514745,15871.5920679887,18872.1458923513
tumor cells,Tumor,515039.0,AGSCC_1_515039,16556.8181818182,18459.2159090909
tumor cells,Tumor,515111.0,AGSCC_1_515111,17190.278125,18114.565625
CD4+ T cells,CD4+ T cells,515632.0,AGSCC_1_515632,16794.1061452514,18667.094972067
Ki67+ tumor cells,Ki67+ tumor,515999.0,AGSCC_1_515999,16506.3203883495,18501.8932038835
tumor cells,Tumor,517777.0,AGSCC_1_517777,17345.0677506775,17764.5031616983
dendritic cells,Dendritic cells,517935.0,AGSCC_1_517935,15974.0392156863,17043.8117647059
tumor cells,Tumor,518123.0,AGSCC_1_518123,17261.4260869565,17594.1913043478
tumor cells,Tumor,519404.0,AGSCC_1_519404,16501.5769230769,18842.2246963563
